MENSAJES;POLARIDAD
Buenas noches Jorge;Positivo
Como nos organizamos compañeros para dejar plasmado la colaboracion y resoluicion en grupo;Positivo
A mi me parece que nuestras propuestas son similares con Carlos el analisis personal algo diferente pero llegamos a un resultado similar;Positivo
el de arboles lo definimos en el evento que se programo aunque no colaboraron todos pero en ese creo que deberiamos enfocarnos por obvias razones es de nuestra carrera;Positivo
yo lo resolví con árbol de búsqueda basándome en el video que la tutora publicó en el EVA;Positivo
yo partí con los datos que teníamos más información, es decir la ubicación y el color de las casas;Positivo
COmpañera cree un post con los miembros del grupo para interactuar ahi;Positivo
Jorge Luis Quezada Jimenez buenos días. Disculpe, al decir que creó un post, significa que no es aquí donde debemos opinar e interactuar? ¿Aquí no lo ve la tutora?;Positivo
Karen de Blacio Buenas noches se creo otra publicacion donde se etiqueto a cada uno de los compañeros y tambien a la tutora para tratar de organizarnos y que quede evidencia de nuestra participacion como grupo;Positivo
Jorge Luis Quezada Jimenez gracias compañero. Sí ya me di cuenta y puse mi pequeño aporte tambien.;Positivo
esta etiquetada la tutora asi queda constancia de la colaboracion y participacion de cada uno con su respectiva invitacion;Positivo
Lo siento yo abrí una cuenta en facebook por la tarea de IA, no sé bien las opciones que tiene esta red social, no me familiarizo todavía, cómo creo un post;Positivo
Patricia Ramos el compañero escribió que el creó... Solo que le faltó la tilde... No es que Ud debe crearlo. Ya está creado;Positivo
Revisa por favor en las notificaciones ahi te debe aparecer;Positivo
Pudiste compañera.... por favor vamos avanzando;Positivo
mil disculpas estoy con problemas en el internet la señal es muy mala;Negativo
Patricia Ramos Puedes responder a la publicacion donde estan etiquetados todos los miembros y la tutora para empezar el analisis desde ahi;Positivo
Buenas noches por favor si empezamos con el análisis del informe....;Positivo
Patricia Ramos buenas noches compañera;Positivo
Karen de Blacio buenas noches compañera;Positivo
Edison David Asto buenas noches compañero;Positivo
Buenas noches a todos;Positivo
Buenas noches Carlos Medina;Positivo
Compañeros revisaron el modelo de informe que les pase la anterior semana o qué sugerencia tienen para hacerlo;Positivo
Estaba realizando el ejercicio, desarrollando el árbol de búsqueda paso a paso;Positivo
Patricia Ramos que idea o sugerencia tienes compañera para hacer el informe o cómo nos vamos a organizar;Positivo
no revisé el informe que ud sugirió;Negativo
alguién lo revisó?;Positivo
¿donde pasó el informe compañero?;Positivo
La anterior semana envié el link y subí unas fotos del modelo que encontré en el post donde interactúa mis;Positivo
Está en Excel en una publicación anterior. Revisen el grupo compañeros;Positivo
Entonces q es lo que vamos a analizar hoy o como vamos a avanzar... que es lo que debemos hacer para seguir avanzando;Positivo
Yo si revisé compañero... Y pues pienso que si debe ser ese el modelo de agenda... Es el mismo al que te refieres?;Positivo
Carlos Medina la Agenda no compañero porque mencionó Patricia Ramos que eso es individual que ella consultó con la tutora Dunia Ines Jara Roa;Positivo
Carlos Medina nosotros debemos presentar un informe grupal de la resolución y análisis de lo que entendí de la tarea donde debemos señalar que se terminó y enviarlo a la tutora y publicarlo por eso había subido unas fotos y les pase el link del que considero que podría ser un modelo para el que debemos elaborar;Positivo
Ok entiendo;Positivo
Es el gráfico del ábol de búsqueda?;Positivo
Karen de Blacio son 2 cosas. El árbol de búsqueda y la agenda que se compartió;Positivo
Compañeros recuerden que esta tarea es grupal y deben revisar las publicaciones que se hacen en el mismo... Nuestra carrera es tecnológica y no debería ser complicado.;Positivo
Elaborar en equipo el documento a entregar, en donde se presente la solución del ejercicio 5.13. El documento debe ser compartido en Google Drive (24 de diciembre al 30 de diciembre).;Positivo
eso es para esta semana;Positivo
Esto les había compartido y el link;Positivo
Por favor puede compartir nuevamente el link;Positivo
Estoy desde el celular y ese enlace lo tengo en la laptop y no encuentro en los comentarios donde les compartí la anterior semana;Positivo
Me toca reenviarles mañana al medio día q regreso de viaje;Positivo
Pero etiquetenos compañero para poder verlo;Positivo
O envíe por correo;Positivo
Si porfa compañero Jorge Luis Quezada Jimenez publicalo nuevamente, y no lo encuentro en el grupo;Positivo
Lo que debemos subir hasta el domingo 30 ya es el informe con el ejercicio;Positivo
Mañana se los reenvío pero a más tardar el sábado deberíamos entonces subir los aportes ya por el tiempo para eso era que debíamos reunirnos desde la anterior semana no es mi responsabilidad compañeros él estarles buscando o enviando enlaces y pidiendo que interactúen solo 3 personas hemos tratado de hacer las cosas así que colaboren también un poco más y revisando cómo mencionó Carlos Medina;Positivo
Patricia Ramos usted compañera va a crear el link de Google drive o cómo vamos a canalizar la información para el informe porque menciona que la secretaria del grupo debe subirlo y más adelante notificar la culminación de la tarea a la tutora;Positivo
Lo importante es tener el informe lo otro ya es lo de menos;Positivo
Patricia Ramos usted va a crear el correo para el Google drive compañera para ahí enviar los aportes;Positivo
para mañana tengo creado el correo;Positivo
Patricia Ramos ok usted nos va a enviar el correo para poder acceder y compartir el informe para de ahí sacar uno solo entonces;Positivo
Patricia Ramos para que entonces confirmen el correo personal y el de la universidad y enviárselo a la tutora también;Positivo
Patricia Ramos mi correo por favor es leojhoel@hotmail.com y jlquezada@utpl.edu.ec;Positivo
entonces cada integrante va a subir su aporte?;Positivo
Patricia Ramos yo propuse que se envíe nuestro aporte al drive Máximo hasta el sábado para reunirnos analizar y sacar uno solo como grupo no se que opinen los demás;Positivo
Yo creo que si cada uno sube es la única forma de que todos aportemos y trabajemos;Positivo
Patricia Ramos ok por favor para que nos ayude enviando el correo para acceder al drive y publicarlo pero por favor enviarlo también a la tutora;Positivo
ahora voy a realizarlo y mañana en el transcurso del día les aviso.;Positivo
Patricia Ramos ok gracias;Positivo
voy a utilizar los correos que me enviaron en este chat y los que la tutora envió en el grupo que ella conformó;Positivo
Patricia Ramos si está bien;Positivo
Sólo tres personas han logrado coordinar dirà. Pero el resto no es que no hemos hecho nada, yo he estado pendiente y he estado insistiendo en que nos reunamos desde antes y nadie contestaba.;Positivo
Si tiene mi correo compañero? Es kespinoza2009@gmail.com;Positivo
Aquí está la publicación... Revisen que en los comentarios está a lo que se refiere Jorge Luis Quezada Jimenez https://www.facebook.com/groups/266210240916138/permalink/272422550294907/;Positivo
Carlos puede publicar en este chat el link del informe que menciona Jorge por favor;Positivo
Patricia el compañero se refería a una publicación como comentario. Dentro de ese link q publiqué está lo que el indica... Son como 50 y algo de comentarios. Les toca buscar ahí;Positivo
mil disculpas yo busqué pero no lo encontré, por eso pedía el link;Positivo
Patricia Ramos el link es solo de la publicación... Del comentario solo se puede enviar la captura de la pantalla;Positivo
Compañeros mañana en el transcurso del día la compañera Patricia Ramos no compartirá el enlace del Google drive para poder subir los aportes se le solicito agregue a la tutora Dunia Ines Jara Roa para que ella evalúe nuestros aportes por favor subirlos Máximo hasta el sábado medio día y así podernos reunir más tarde y sacar un informe como grupo por favor definamos la hora gracias;Positivo
Estimados compañeros enesa dirección solo veo la foto del algoritmo de árbol. Me podría envíar compañero Jorge Luis Quezada Jimenez al correo kespinoza2009@gmail.com por favor.;Positivo
Karen de Blacio debes revisar la publicación. Está dentro de los comentarios...;Positivo
O en tal caso cada uno hace su informe y se lo envíamos por correo.;Positivo
Jorge nos puede enviar el link del informe que ud propuso por mail por favor;Positivo
Patricia Ramos ya puse arriba en un comentario que se los puedo reenviar mañana al medio día más o menos que llego a quito xq tengo en la laptop ese enlace y estoy conectado desde el celular;Positivo
Jorge Luis Quezada Jimenez gracias compañero. Mientras tanto voy a seguir buscando el link;Positivo
patriciar60@hotmail.com;Neutro
le envío mi correo, muchas gracias;Positivo
podemos definir a qué hora nos reunimos el sábado x favor;Positivo
Entonces el día de sábado nos reunimos a las 21:00 para ya sacar el informe grupal?;Positivo
Patricia Ramos de ser posible a las 8 para ver si avanzamos algo y aprovechamos el tiempo sino se demoran demasiado en responder y no sacamos ningún provecho hoy por ejemplo llevamos más de una hora y no avanzamos nada;Negativo
entonces sábado a las 20:00;Positivo
están todos de acuerdo?;Positivo
si por favor entonces sábado hasta medio día que se suba los aportes al Google drive y a las 8 lo revisamos para sacar el informe grupal;Positivo
Bueno compañeros gracias por su tiempo y nos vemos el día sábado;Positivo
Patricia Ramos hasta el sábado entonces;Positivo
👍hasta el sábado.;Positivo
Patricia Ramos gracias por compartir el enlace de Google Drive, de mi parte ya envié el archivo, cualquier inquietud hacerme saber. Saludos.;Positivo
Hoy a las 21h00 recuerden que se acordo revisar como vamos a elaborar el informe;Positivo
Buenas noches compañeros;Positivo
buenas noches con todos;Positivo
Buenas noches compañeros;Positivo
Saludos companeros;Positivo
Buenas noches a todos;Positivo
Buenas tardes. Acabo de enviarles parte de mi informe por medio de los correos respondiendo al email enviado por la compañera Patricia Ramos, enviándonos el enlace del google drive, se acordó que se debía enviar los aportes hasta hoy medio día para analizarlos en la noche, solo veo un aporte de un compañero, el cual es solo reenviar el análisis individual, esa no es la idea que se planteo en la reunión como grupo que se tuvo, sino se debía enviar ya como va a quedar el informe y cumplir con los requerimientos de la tarea que se deben cumplir hasta el día de mañana, por favor indicar si va a haber la debida colaboración, ayuda y apoyo para continuar con la tarea o por favor decir de una vez que no lo van a realizar para no pasar mas tiempo, ya que el estar esperando que los demás colaboren quita demasiado tiempo y hace hasta perder la paciencia, espero sepan entender, esto de estar buscando que colaboren desespera y de mi parte no pretendo poner a todos los miembros del grupo como que hubiesen hecho algo que no lo hicieron y en tal caso preferiría subir un informe individual y presentar la agenda como líder del grupo indicando y señalando que aporto cada uno o indicando si no aporto en nada, porque se pierde demasiado tiempo y somos pocos los que estamos tratando de cumplir con lo solicitado para la tarea.... Gracias;Positivo
